//X Y Z R G B
50248
0.43462765 -2.22114086 -4.97102499 122 0 0
2.05412197 -5.94494915 -4.96554279 101 0 0
-1.72922182 -3.01975155 -4.9882884 106 0 0
2.22730064 -3.65171075 -4.95987844 86 0 0
1.11370921 -5.21026564 -4.96084785 79 0 0
1.18471217 -5.20336676 -4.96691513 114 0 0
2.2237978 -3.82110977 -4.97666454 196 0 0
-0.30994913 -5.70289421 -4.95551157 91 0 0
2.01053452 -6.14424276 -4.96655512 99 0 0
1.3010397 -5.03836203 -4.96894503 164 0 0
2.22828555 -3.94155025 -4.97455788 145 0 0
2.23383808 -4.11351061 -4.97026587 101 0 0
1.36750782 -5.04108667 -4.96729183 141 0 0
1.19263148 -7.50600958 -4.9611845 108 0 0
-1.89307916 -5.38076591 -4.971138 172 0 0
-1.89965844 -3.80197906 -4.96935892 158 0 0
2.23284388 -4.37496567 -4.96955252 87 0 0
0.65905952 -2.48097539 -4.98379326 165 0 0
1.28747404 -7.50130033 -4.96189928 101 0 0
2.05741763 -6.21061945 -4.96983719 75 0 0
2.07218075 -6.24101353 -4.96473646 167 0 0
-1.85526955 -3.61642814 -4.97846746 138 0 0
0.00495324 -5.68005991 -4.953547 150 0 0
2.07289505 -6.28076267 -4.96455288 157 0 0
-1.90054476 -4.11696291 -4.96929502 208 0 0
-1.90239739 -4.20709515 -4.96663713 195 0 0
-1.89427352 -4.32100105 -4.97319555 133 0 0
1.39417195 -7.53919554 -4.97106743 66 0 0
0.41557124 -4.67396688 -4.96670055 146 0 0
2.17148447 -6.09376144 -4.96520329 126 0 0
-1.89834535 -4.35621548 -4.9709177 149 0 0
0.51585072 -4.79871559 -4.96551323 156 0 0
2.22199535 -6.16701889 -4.96215343 89 0 0
1.92882323 -4.92209911 -4.95625877 81 0 0
0.17918481 -5.0569334 -4.96799994 90 0 0
0.23497365 -5.00767946 -4.97641706 0 0 96
0.1560798 -5.07724905 -4.97095251 105 0 0
0.33913746 -2.79768753 -4.9741292 92 0 0
-1.44677198 -2.59982824 -4.97672653 98 0 0
0.15374215 -3.03692842 -4.9718914 88 0 0
0.34182951 -2.94710708 -4.97501326 83 0 0
1.10130143 -7.6490922 -4.96605492 0 85 0
-1.70994794 -5.86100674 -4.95254278 109 0 0
0.0450857 -1.18922293 -4.98120451 72 0 0
0.04511558 -1.20417774 -4.98909426 94 0 0
1.67139924 -7.43365002 -4.96329355 105 0 0
1.47387695 -7.52467012 -4.96188211 73 0 0
0.04296984 -1.78170681 -4.98177528 80 0 0
1.5161711 -7.52066565 -4.96218443 84 0 0
0.36152512 -3.16658115 -4.97672081 109 0 0
1.84929788 -4.99472332 -4.97130442 151 0 0
1.59767568 -7.51814938 -4.96274662 111 0 0
0.04059809 -1.81373465 -4.98568201 90 0 0
2.20747352 -6.71870804 -4.96125937 92 0 0
0.43596953 -5.13839293 -4.96421337 96 0 0
-1.58859825 -7.36948442 -4.96735096 181 0 0
0.42801553 -3.51716352 -4.96082306 137 0 0
0.43190381 -3.52496648 -4.97378397 177 0 0
0.40077227 -5.33922577 -4.96821499 78 0 0
1.79640675 -7.2746973 -4.96277094 96 0 0
0.76201171 -3.13327956 -4.97329426 228 0 0
2.04141188 -6.98469687 -4.95897913 156 0 0
-1.31261265 -7.66034651 -4.95929718 116 0 0
0.43128741 -5.32918167 -4.96686411 160 0 0
0.41594166 -5.34965944 -4.96411276 153 0 0
-1.64603996 -4.83473682 -4.97721386 140 0 0
1.69391012 -7.40154076 -4.96279812 115 0 0
-1.59788346 -4.90948677 -4.96595526 136 0 0
2.01631308 -7.03557205 -4.96192169 54 0 0
1.23649454 -5.64673519 -4.96754408 122 0 0
1.7593317 -7.32910919 -4.96005774 123 0 0
1.78081107 -7.34077358 -4.96838188 0 0 93
-0.13269988 -6.39829206 -4.96424341 134 0 0
1.27452326 -5.4828229 -4.9640007 100 0 0
0.48313358 -5.30562019 -4.96906853 143 0 0
-1.48817933 -5.05106449 -4.96344757 133 0 0
1.94768178 -7.12185955 -4.96459866 73 0 0
-1.6559906 -5.24288368 -4.95463562 86 0 0
1.85658967 -7.21662378 -4.96092463 119 0 0
1.30820155 -5.62880182 -4.96781254 134 0 0
-1.62741351 -2.9176209 -4.97553062 82 0 0
0.5121845 -5.3307724 -4.96930265 110 0 0
-1.44749022 -5.09377384 -4.96830845 116 0 0
0.29027247 -3.96548629 -4.95301008 165 0 0
0.0235079 -6.77489328 -4.94919062 88 0 0
-1.12976789 -5.17770195 -4.98110771 117 0 0
-1.13995576 -5.19624043 -4.95935583 89 0 0
2.19606209 -6.91886234 -4.96815968 0 0 57
0.56788325 -5.31747723 -4.96549606 116 0 0
-0.91513503 -5.18492985 -4.97362947 95 0 0
1.59236372 -7.65875721 -4.96217585 132 0 0
-0.02062379 -7.03247881 -4.95774651 108 0 0
-0.09489866 -7.11480141 -4.96154022 121 0 0
-0.0940427 -7.09678316 -4.97016239 121 0 0
1.99499822 -7.23497963 -4.96776628 0 0 76
0.85225612 -5.19564772 -4.97214794 156 0 0
2.18997049 -4.5781436 -4.96830034 141 0 0
2.06600618 -5.35193253 -4.96568966 118 0 0
0.98533803 -5.21026278 -4.95689392 86 0 0
2.07560253 -5.23019266 -4.96518278 0 104 0
-1.29757273 -2.73811102 -4.96533394 86 0 0
-1.26544416 -2.74193525 -4.96092415 85 0 0
1.01885211 -5.21607304 -4.95064497 78 0 0
2.07797503 -5.25817013 -4.96266794 114 0 0
0.29160172 -6.76071548 -4.95839787 165 0 0
0.25474593 -5.49185991 -4.97167158 0 0 105
1.16672492 -3.00874829 -4.96681929 137 0 0
-1.52219188 -3.19187117 -4.97035694 172 0 0
1.32737029 -2.73470235 -4.97544527 102 0 0
-1.62946641 -3.33854485 -4.97970057 129 0 0
-1.7182076 -0.59338397 -4.98108482 106 0 0
-1.68452954 -0.56444561 -4.97476387 91 0 0
-1.85214865 -0.74966079 -4.98680592 93 0 0
1.45183194 -3.01569772 -4.97188902 157 0 0
-0.81688154 -5.46016645 -4.97178364 92 0 0
2.09392405 -5.32578373 -4.96363401 134 0 0
-1.61698878 -0.8505584 -4.97207403 125 0 0
-1.03290856 -2.74879241 -4.95675087 104 0 0
-0.35834575 -5.01399803 -4.95971107 76 0 0
-0.34743497 -5.01489639 -4.95116854 91 0 0
0.41448778 -5.45769787 -4.96522903 137 0 0
-0.56342649 -5.19265556 -4.96664 87 0 0
0.52764988 -7.30095005 -4.95325851 131 0 0
0.03388395 -7.67102814 -4.95034933 108 0 0
-0.92594552 -0.5176807 -4.96977425 142 0 0
-0.9033106 -0.52959096 -4.98709869 102 0 0
-0.14494245 -4.76752996 -4.95735025 87 0 0
0.3688162 -0.54600662 -4.98099709 119 0 0
-0.74218494 -3.01062393 -4.98292875 115 0 0
-0.49084929 -0.52649313 -4.97319269 114 0 0
1.25905442 -4.13214684 -4.96757507 81 0 0
0.41893482 -0.54619116 -4.98188162 104 0 0
0.08904197 -4.9134078 -4.96604109 194 0 0
0.6256091 -7.39855719 -4.96442175 170 0 0
-0.50749004 -2.73428965 -4.97344065 80 0 0
-0.33802855 -0.70246375 -4.97187138 88 0 0
-0.29218063 -0.7625457 -4.97392416 85 0 0
0.82996386 -0.60769254 -4.99064445 141 0 0
2.20903516 -5.22642326 -4.96830654 158 0 0
2.25306964 -1.63855958 -4.9673295 94 0 0
0.11421154 -0.53464448 -4.97476387 104 0 0
2.25090218 -1.75037527 -4.97051716 88 0 0
-0.02536766 -5.06322622 -4.97189236 138 0 0
0.02711581 -2.7593379 -4.98476601 42 0 0
0.01818512 -2.80283237 -4.97305632 85 0 0
0.93393821 -7.66564083 -4.95307159 103 0 0
1.24845779 -6.51927042 -4.96191025 94 0 0
-1.8611449 -1.15347219 -4.97851419 181 0 0
0.8295275 -5.49408102 -4.95931149 141 0 0
0.92435282 -5.47002602 -4.94996071 80 0 0
1.39414155 -0.55111718 -4.98098421 119 0 0
2.08998966 -5.48892975 -4.96700954 0 0 156
1.53105962 -0.5580706 -4.98184443 147 0 0
2.16407156 -2.60998082 -4.97212029 142 0 0
2.22216463 -2.52791262 -4.96933079 129 0 0
-0.25250942 -3.32903409 -4.98562574 111 0 0
-1.84033704 -1.12801588 -4.97753763 146 0 0
-1.88185835 -1.3953917 -4.98113585 121 0 0
2.10314345 -5.52041149 -4.96407747 0 0 150
-0.02128923 -5.35118532 -4.96431351 39 0 0
0.00505037 -5.22757006 -4.96821499 0 0 66
0.03006943 -3.24366951 -4.96343851 113 0 0
2.11658025 -0.61941701 -4.97922087 129 0 0
-0.52748883 -5.45581913 -4.96141148 79 0 0
2.07041645 -3.02438903 -4.97206593 146 0 0
-0.36115253 -5.64112616 -4.95688534 83 0 0
0.03511395 -3.79750848 -4.96919203 81 0 0
2.24120569 -0.77800882 -4.97356272 140 0 0
1.52510011 -5.03952694 -4.96642256 155 0 0
2.2422297 -0.71597874 -4.98501778 195 0 0
2.24066854 -2.89918542 -4.97092867 103 0 0
1.04150617 -7.51442671 -4.96028852 114 0 0
0.04025888 -3.96326303 -4.9607749 84 0 0
-1.7199297 -2.26054645 -4.97136545 95 0 0
2.22410583 -5.55610418 -4.95794392 107 0 0
1.11674213 -7.5075655 -4.96138239 108 0 0
0.0304907 -4.27468491 -4.97410631 84 0 0
2.0529387 -5.92267895 -4.95283365 77 0 0
0.04235132 -4.38144779 -4.95789385 84 0 0
-0.01085328 -5.4242177 -4.97176027 0 0 69
1.22467899 -7.51435566 -4.95947742 101 0 0
-1.69163871 -4.79729271 -4.96333456 160 0 0
-1.89653385 -5.07827282 -4.96880198 121 0 0
1.32927489 -7.51368332 -4.96054316 99 0 0
1.35330606 -7.51665592 -4.95938635 102 0 0
0.30548313 -1.77997947 -4.96808577 143 0 0
0.31095868 -1.81030023 -4.97452545 129 0 0
2.0686388 -6.37235403 -4.96278286 168 0 0
1.42154109 -7.52210236 -4.96144962 72 0 0
-0.12722351 -5.9570713 -4.96728182 106 0 0
2.06967187 -6.4270196 -4.96106625 156 0 0
0.31040394 -2.05350375 -4.9759903 130 0 0
-1.87718129 -3.01446152 -4.98441172 152 0 0
0.34269062 -2.09376717 -4.98495102 124 0 0
2.24052644 -4.31397867 -4.96280336 76 0 0
1.25780678 -5.63705492 -4.96637678 170 0 0
0.02676205 -6.26945066 -4.94204283 85 0 0
2.06881714 -6.54333019 -4.96082354 162 0 0
0.19568078 -2.34842277 -4.97221708 77 0 0
2.08431005 -6.49723482 -4.96530962 92 0 0
2.08042407 -6.51975107 -4.96348667 106 0 0
0.3347325 -4.57177067 -4.96579266 142 0 0
1.7827996 -7.28355646 -4.96387577 122 0 0
-1.89921653 -3.16961193 -4.96673727 162 0 0
0.23771007 -4.88418818 -4.96219969 83 0 0
-1.89862812 -3.21721768 -4.96425915 141 0 0
2.07549977 -6.56505013 -4.96142769 110 0 0
-1.85099232 -3.20322514 -4.96395826 100 0 0
-1.83535981 -5.62799215 -4.96270561 88 0 0
-0.90505892 -6.58733368 -4.95348215 77 0 0
-1.8492775 -5.64450026 -4.96382236 85 0 0
2.05639577 -6.66797209 -4.96257496 112 0 0
1.78342378 -7.53782463 -4.95596981 87 0 0
2.05790114 -6.72728777 -4.96282339 99 0 0
0.29516953 -6.31297541 -4.96249628 186 0 0
-1.51979351 -7.47652435 -4.95324945 126 0 0
0.72616625 -2.59089828 -4.95902967 138 0 0
0.3438862 -5.03408337 -4.97001314 109 0 0
-1.89218879 -3.78201652 -4.97364998 152 0 0
-1.73882306 -5.91619635 -4.96377277 130 0 0
2.21925092 -6.44869709 -4.95727253 68 0 0
0.32382029 -5.27827263 -4.95056248 135 0 0
0.33749101 -5.324512 -4.96077108 131 0 0
-1.85138464 -3.59706426 -4.97055054 124 0 0
-1.28279793 -7.66595173 -4.95341778 99 0 0
2.07944274 -6.79565525 -4.96165419 117 0 0
-1.13664067 -7.66676998 -4.95172691 94 0 0
2.08517861 -6.86390209 -4.96350527 80 0 0
-1.90963674 -4.28670454 -4.96147394 154 0 0
0.29253981 -2.73682046 -4.97902584 87 0 0
2.11628485 -5.18782187 -4.96596098 0 0 122
1.98673868 -7.04686022 -4.95879936 137 0 0
2.15130472 -5.16718864 -4.96625423 0 0 110
1.9893688 -5.3526125 -4.96517897 0 65 0
1.99786091 -5.33129263 -4.96561432 56 0 0
2.03351331 -5.31099987 -4.96056557 102 0 0
0.05533151 -1.25474465 -4.97458124 79 0 0
0.04912319 -1.32345879 -4.98144817 75 0 0
0.55915403 -3.37692046 -4.97642899 179 0 0
2.17568254 -7.0408392 -4.95628929 112 0 0
0.94455618 -2.73524427 -4.96958208 122 0 0
2.01479077 -7.23999166 -4.95698357 124 0 0
1.9388299 -7.31929016 -4.96496296 98 0 0
2.07776785 -7.65077639 -4.95857859 66 0 0
-1.34621072 -5.19790077 -4.96437597 99 0 0
0.30550715 -3.67620134 -4.96812344 147 0 0
-0.82176828 -5.19385576 -4.9644618 86 0 0
0.00565986 -2.54798102 -4.97426701 136 0 0
2.18139148 -7.60640049 -4.95237732 0 0 74
-1.46190929 -5.55796051 -4.95335674 105 0 0
-1.57643342 -5.71018267 -4.95953035 130 0 0
-1.5801692 -2.86131048 -4.96274519 83 0 0
0.3076632 -4.1712203 -4.97230053 148 0 0
0.2979289 -4.25143957 -4.95919085 171 0 0
0.30485332 -4.33228827 -4.96857262 176 0 0
-1.8576138 -2.51575232 -4.98058367 93 0 0
1.27589822 -1.64333892 -4.9750042 90 0 0
-1.79398131 -7.55316162 -4.96208191 92 0 0
-1.9053359 -5.53622103 -4.96347809 118 0 0
-1.91185272 -0.53005469 -4.9721489 91 0 0
1.41692054 -5.20492983 -4.96440315 132 0 0
-0.30787927 -5.69171143 -4.94515514 106 0 0
1.90488231 -4.93086576 -4.96968651 138 0 0
-0.26277009 -5.77712345 -4.96244621 97 0 0
-1.85836577 -0.50368905 -4.97864723 93 0 0
-1.80625558 -0.50966448 -4.98387241 113 0 0
-0.02920934 -5.63608456 -4.95375156 159 0 0
2.05155039 -2.32289505 -4.96318674 91 0 0
0.05109054 -1.83511448 -4.96929264 76 0 0
1.96687829 -2.41692424 -4.97020769 92 0 0
2.07348013 -5.30792093 -4.96716738 0 0 127
0.00824293 -2.1142683 -4.97044468 84 0 0
0.04093305 -2.04375863 -4.97664833 80 0 0
0.31655812 -2.06479287 -4.98011398 135 0 0
2.13430476 -5.27225256 -4.96554995 0 0 140
1.20001924 -5.47126818 -4.95016909 82 0 0
0.36194044 -2.11995268 -4.98230171 134 0 0
2.03960514 -2.78091621 -4.97925901 186 0 0
1.37639701 -5.4806366 -4.96412659 108 0 0
0.430953 -2.21030736 -4.9769783 121 0 0
2.06534624 -5.31992149 -4.96521282 0 110 0
0.45861602 -2.25737119 -4.96608829 125 0 0
-0.07828632 -6.01221752 -4.9629221 100 0 0
-0.08400837 -2.65567946 -4.97155714 129 0 0
-0.0552716 -2.62891483 -4.97662354 169 0 0
-1.879022 -7.02857494 -4.96303368 123 0 0
2.23988104 -2.84388328 -4.97369671 86 0 0
-0.70748276 -0.52360427 -4.97855949 115 0 0
-0.95776457 -6.60628271 -4.96197224 69 0 0
-0.46265578 -0.55269068 -4.97841787 88 0 0
2.19244146 -5.15568352 -4.96847296 109 0 0
2.20880675 -5.13157463 -4.96454382 142 0 0
2.12847972 -3.55370927 -4.97680712 161 0 0
-0.08370906 -0.5901258 -4.98849344 161 0 0
-0.08088528 -0.62710524 -4.96331263 124 0 0
0.81581348 -2.69226003 -4.96656322 129 0 0
0.28477171 -6.29707527 -4.95173264 149 0 0
2.21856356 -3.21144152 -4.96449184 139 0 0
-1.48452401 -7.50655413 -4.96285486 178 0 0
2.24126387 -3.6673491 -4.95689297 85 0 0
-1.64031661 -4.85877991 -4.96529007 128 0 0
-1.21264255 -7.66391277 -4.95540237 101 0 0
2.24560452 -3.94219613 -4.95627499 69 0 0
2.23511672 -4.2142477 -4.96737337 75 0 0
2.08406925 -5.41209078 -4.96427345 98 0 0
2.10010815 -5.42089796 -4.96637297 99 0 0
2.07675099 -5.43529463 -4.96541357 125 0 0
0.30873409 -4.52886724 -4.97170591 174 0 0
2.10111642 -5.50265265 -4.96657562 0 0 159
-0.12319395 -7.1683712 -4.95047474 93 0 0
0.01629065 -6.90026665 -4.95999861 95 0 0
0.29229289 -7.41755438 -4.94608736 88 0 0
0.0197997 -6.93715429 -4.95666933 98 0 0
0.56493449 -2.93481231 -4.96382189 71 0 0
2.20730734 -5.45786476 -4.96971035 94 0 0
2.21907425 -5.46131134 -4.96184969 138 0 0
2.20477128 -5.49535275 -4.97016239 76 0 0
0.55225062 -4.84164476 -4.96590281 158 0 0
-1.47715163 -5.56789541 -4.94853115 155 0 0
-0.48432127 -3.03573561 -4.97794104 81 0 0
2.17335653 -5.61558676 -4.9672637 0 0 135
2.16840458 -5.62550688 -4.96211529 189 0 0
-1.8840158 -1.86886394 -4.97588015 129 0 0
0.35775369 -7.66625738 -4.95663357 98 0 0
2.22713494 -5.64105606 -4.95417643 105 0 0
-1.53423476 -5.666152 -4.9620862 123 0 0
2.22598839 -5.67044115 -4.95185137 109 0 0
0.61382246 -7.40962505 -4.94842052 117 0 0
2.1237638 -6.02314854 -4.96130133 79 0 0
-1.24260986 -5.45382071 -4.96732998 82 0 0
-1.69556916 -2.29113317 -4.97125006 106 0 0
2.22580695 -6.32054234 -4.95151234 67 0 0
-0.9040029 -5.45689869 -4.96572971 89 0 0
0.97325146 -2.73224783 -4.97211695 116 0 0
0.89505076 -3.00603271 -4.96998644 117 0 0
0.87372828 -2.99484706 -4.95793819 140 0 0
1.01433647 -7.65627956 -4.95949984 124 0 0
-1.88676083 -2.71702623 -4.97503281 131 0 0
-0.05646292 -7.51670837 -4.95318556 98 0 0
-1.88700426 -2.84590983 -4.97506714 127 0 0
2.06203794 -6.5997386 -4.95958567 137 0 0
-1.89534807 -2.97205758 -4.96535778 145 0 0
1.0688777 -7.65697098 -4.95975685 127 0 0
2.07430744 -6.69048548 -4.96068048 137 0 0
-0.31283319 -4.94842386 -4.97168541 85 0 0
-1.69985795 -3.013412 -4.96710825 101 0 0
-1.68021202 -2.9963975 -4.96250534 105 0 0
-0.18671571 -4.79757309 -4.97129202 90 0 0
0.30441877 -4.05870724 -4.96911526 167 0 0
2.08884549 -6.73030472 -4.96729326 89 0 0
0.24035227 -5.75204945 -4.96821785 109 0 0
1.0919224 -3.01096511 -4.97008514 149 0 0
2.2092464 -6.68787289 -4.96118689 97 0 0
0.62013465 -0.85318857 -4.9846611 150 0 0
0.0329115 -3.91143298 -4.97295713 90 0 0
-1.6499691 -3.35001111 -4.97222805 156 0 0
2.07320738 -6.78269529 -4.96126509 129 0 0
1.66137838 -7.6545248 -4.96550846 96 0 0
-0.14782408 -5.18376732 -4.95989895 139 0 0
0.90338165 -0.53894567 -4.97937679 95 0 0
0.50582105 -5.45218754 -4.95848179 101 0 0
-0.08103921 -5.11626244 -4.9671917 144 0 0
2.13201833 -4.67337942 -4.95484686 81 0 0
-0.23165928 -5.28066969 -4.96244574 133 0 0
0.03916089 -4.35845995 -4.96062565 73 0 0
1.53898203 -2.74960756 -4.95704126 87 0 0
1.17356324 -0.53850824 -4.97259998 110 0 0
2.06628537 -6.87401819 -4.95949841 128 0 0
1.68374836 -2.7391367 -4.97426844 117 0 0
2.06045222 -6.90563536 -4.96143389 102 0 0
1.30173409 -0.55619156 -4.98848104 173 0 0
2.07894683 -6.91477108 -4.96146393 133 0 0
2.17348528 -4.61181021 -4.95888758 88 0 0
-1.89668548 -4.24713182 -4.97145081 158 0 0
1.77025318 -3.09553933 -4.97082901 100 0 0
0.01284493 -5.23460197 -4.95569134 68 0 0
2.02628684 -5.27108192 -4.96172476 61 0 0
2.04453397 -5.29570341 -4.96136904 98 0 0
1.84646404 -0.72319001 -4.98728657 98 0 0
1.85896051 -0.72580791 -4.9743824 87 0 0
2.01655936 -7.01856518 -4.95891285 130 0 0
-0.72383207 -5.43860149 -4.95239353 103 0 0
-1.85990381 -4.99595261 -4.9702301 87 0 0
-0.46283644 -5.52142811 -4.96640587 84 0 0
0.05047291 -1.23828387 -4.98120642 76 0 0
-1.67106414 -5.22919703 -4.95804644 82 0 0
1.21310949 -5.22338676 -4.94197655 132 0 0
1.22518563 -5.21483326 -4.95213175 94 0 0
1.23246312 -5.21120214 -4.95650911 91 0 0
2.20877457 -6.81489706 -4.95963812 91 0 0
2.12771606 -7.61138678 -4.95544672 0 0 72
2.16868448 -7.56381321 -4.95866537 0 0 68
2.18014145 -7.59183073 -4.95405769 0 0 69
-0.14955612 -5.45593309 -4.96847534 142 0 0
-0.16227522 -5.47389412 -4.95074558 128 0 0
-1.91749609 -0.55669463 -4.96793699 92 0 0
-1.91068733 -5.63066912 -4.95814323 130 0 0
2.06133699 -5.35779095 -4.96549511 119 0 0
0.04556445 -1.59428358 -4.98107386 89 0 0
-0.29971421 -2.50401831 -4.96197128 84 0 0
0.31375653 -1.54373753 -4.97306871 118 0 0
0.31945708 -1.57138717 -4.98266983 121 0 0
-1.9073391 -6.27206087 -4.96870184 135 0 0
-1.84982634 -6.04903412 -4.9608283 118 0 0
0.30689105 -1.72374463 -4.96913004 139 0 0
0.0551049 -5.73245811 -4.9601965 224 0 0
2.10441589 -5.28629923 -4.96476746 0 0 140
2.10877061 -2.68049264 -4.96726656 150 0 0
2.11553073 -5.2084341 -4.95835829 137 0 0
0.3148444 -1.98988974 -4.98101187 146 0 0
1.31261265 -5.48159599 -4.96410465 114 0 0
-1.88262951 -6.08901834 -4.96139097 129 0 0
0.39477521 -2.19664049 -4.95627689 119 0 0
1.57866192 -5.47618675 -4.96060658 91 0 0
2.12051797 -5.32101917 -4.96683979 0 89 0
-0.24965549 -2.4259882 -4.97840548 81 0 0
-1.91910326 -6.47153044 -4.96034384 125 0 0
0.01466276 -6.15436459 -4.9643836 95 0 0
0.02292666 -6.15761757 -4.95078087 79 0 0
0.2356002 -2.39746809 -4.97313547 80 0 0
-1.91582751 -6.62945747 -4.96264982 141 0 0
1.95980573 -2.85466146 -4.95986986 141 0 0
0.48646486 -2.29666615 -4.95962429 129 0 0
0.52164191 -2.33316755 -4.96444988 120 0 0
0.29126033 -6.40514708 -4.95981312 167 0 0
-1.90803277 -6.9535327 -4.96635628 122 0 0
2.16383815 -5.22050428 -4.96845293 120 0 0
-0.85125113 -0.51405764 -4.96619415 121 0 0
-1.63504064 -7.32158041 -4.96192884 159 0 0
-1.86715055 -7.05460978 -4.95473146 146 0 0
-0.01077683 -2.54554296 -4.95881033 204 0 0
0.47255608 -2.69860387 -4.97391319 87 0 0
2.20598888 -5.31972218 -4.9657259 141 0 0
2.21670246 -5.39983273 -4.96395874 160 0 0
-0.44113928 -0.57145435 -4.9715333 94 0 0
-1.62864375 -2.94135737 -4.95883799 93 0 0
-1.61606586 -2.91924691 -4.96482277 103 0 0
2.20835733 -5.4175787 -4.96913242 100 0 0
-1.92630768 -7.63313341 -4.95748568 143 0 0
0.41435629 -7.16407108 -4.95105886 129 0 0
-1.64610624 -4.87442589 -4.95368242 116 0 0
-1.60177195 -4.92567635 -4.95403814 120 0 0
-1.57050133 -4.96801949 -4.95338535 114 0 0
-1.88520157 -1.20442164 -4.97919798 117 0 0
-1.90893745 -1.21240461 -4.9618516 91 0 0
-1.90184748 -1.26803041 -4.96545792 117 0 0
-1.89835858 -1.24381649 -4.97013712 91 0 0
-0.96087581 -2.74444008 -4.96084213 95 0 0
2.21626639 -6.23872662 -4.96420527 110 0 0
-1.61981761 -5.34023142 -4.97018003 114 0 0
-0.40034637 -7.49912977 -4.96069002 113 0 0
-0.35649398 -7.44382143 -4.96171761 111 0 0
0.47325742 -3.04490113 -4.96653605 86 0 0
-0.70081049 -2.74428749 -4.9621172 80 0 0
-0.64039016 -7.66692638 -4.95623255 104 0 0
0.31502602 -3.22128582 -4.98071575 100 0 0
0.72712064 -7.51578712 -4.96691322 129 0 0
2.06873631 -6.75013256 -4.9601202 151 0 0
0.76676118 -7.57884264 -4.95742941 164 0 0
-0.64462811 -2.99871349 -4.96585703 103 0 0
-0.60642755 -2.98342133 -4.95254278 108 0 0
-1.89568245 -2.00102091 -4.96388149 110 0 0
0.41632393 -4.68764067 -4.95181227 145 0 0
0.15499662 -5.15356159 -4.96484041 0 0 82
2.04490709 -7.18308067 -4.96724796 60 0 0
0.49142024 -3.4389708 -4.96310186 149 0 0
0.50678605 -3.42731071 -4.96801043 160 0 0
-1.89296544 -2.46536827 -4.96160269 105 0 0
2.08184218 -7.16431332 -4.95405054 97 0 0
1.29322147 -6.56130648 -4.95751524 79 0 0
2.08646989 -7.13171911 -4.96540737 48 0 0
-0.21026382 -2.80927753 -4.96730566 152 0 0
-1.54047108 -5.65304422 -4.95056772 108 0 0
0.00738107 -7.43318176 -4.95150185 94 0 0
2.18974233 -7.00887203 -4.96341133 121 0 0
1.36500061 -7.66571045 -4.95792484 91 0 0
0.15529381 -0.53500581 -4.97176552 110 0 0
-0.11678389 -3.07043433 -4.95554733 127 0 0
-1.87978184 -2.7614572 -4.98008823 143 0 0
0.54060662 -5.39809084 -4.96568012 107 0 0
0.5981406 -4.91988659 -4.94749737 159 0 0
0.31854492 -3.64738154 -4.96014357 190 0 0
0.29196393 -0.79778612 -4.98847961 106 0 0
0.29877275 -4.10023594 -4.96051788 159 0 0
0.09319117 -3.02306557 -4.98432922 0 61 0
-0.20942317 -3.35325527 -4.96071768 106 0 0
-0.11210755 -3.48124433 -4.96512175 106 0 0
2.198102 -7.59182358 -4.95732641 59 0 0
-1.72177136 -3.43894839 -4.97159529 135 0 0
1.25645149 -3.00314999 -4.96360254 119 0 0
-1.70571899 -3.39423442 -4.95787191 112 0 0
-0.04228181 -3.57179308 -4.96774721 97 0 0
0.02060425 -3.6379559 -4.95702124 103 0 0
-0.19842429 -5.26662064 -4.97197199 124 0 0
-0.2651276 -5.31870985 -4.96234751 147 0 0
1.51517308 -0.5442124 -4.96869135 131 0 0
1.51312208 -0.56379622 -4.98756695 182 0 0
0.04076538 -3.8257308 -4.96058178 90 0 0
0.28367913 -6.21591806 -4.95030069 146 0 0
0.03167509 -4.05810547 -4.97226238 98 0 0
2.07135797 -0.55869532 -4.97736454 126 0 0
2.11219668 -0.56479639 -4.98331356 183 0 0
0.78194016 -5.53514385 -4.948349 130 0 0
-1.58940315 -2.42763376 -4.96817255 116 0 0
-1.44071674 -2.61950922 -4.96734381 117 0 0
-1.90596676 -5.04872227 -4.95978403 143 0 0
-1.90336454 -5.21945286 -4.9630065 128 0 0
0.16912344 -0.9277758 -4.96749401 101 0 0
-1.79345703 -5.07779217 -4.96650362 82 0 0
2.25236154 -1.53003657 -4.97206783 96 0 0
-1.74134696 -7.59109545 -4.94201088 104 0 0
0.25849912 -3.31120062 -4.95960522 78 0 0
0.30950809 -4.54099512 -4.96685791 124 0 0
0.2871742 -3.27824306 -4.96088791 87 0 0
0.20264472 -3.37204862 -4.96886015 76 0 0
0.59047979 -3.33547425 -4.97309113 181 0 0
0.03373419 -4.29814672 -4.96960735 86 0 0
-0.03375774 -4.63805771 -4.95325089 93 0 0
-0.03410063 -1.07408261 -4.9665556 94 0 0
0.72413367 -3.15856147 -4.96192598 146 0 0
0.18266046 -5.15862608 -4.9581809 98 0 0
0.03981701 -1.34471619 -4.9921608 92 0 0
0.04220578 -1.35539699 -4.98893261 88 0 0
1.85920393 -7.42435932 -4.95923185 121 0 0
-1.43104303 -0.64297068 -4.98292494 147 0 0
0.36414379 -5.05839348 -4.96958065 118 0 0
0.70238799 -0.73847711 -4.97274733 113 0 0
-1.90496433 -5.08494329 -4.96022797 123 0 0
0.68178231 -3.21790385 -4.96858263 174 0 0
0.0171225 -4.98269892 -4.95711517 146 0 0
0.60719627 -3.31806636 -4.97544193 185 0 0
