//X Y Z R G B
50248
-1.50177586 -1.54100025 -5.05600595 102 0 0
-0.2410143 -6.87070704 -5.03442574 0 0 138
0.87743163 -3.8877809 -5.04666901 102 0 0
1.73290575 -1.08463943 -5.05335093 70 0 0
0.89962387 -3.8912847 -5.04519606 0 0 142
-0.56756544 -6.07115793 -5.03821802 0 0 105
-0.35229054 -1.93393123 -5.05433559 0 0 94
1.73950028 -1.11496949 -5.05091238 95 0 0
1.99487209 -1.71939206 -5.05177975 0 0 152
-0.2439681 -6.9043088 -5.03653574 0 0 147
1.5423193 -1.14897144 -5.05522013 0 0 129
0.87078625 -3.96867585 -5.04555035 0 0 125
-1.56182158 -1.72305596 -5.05015421 105 0 0
1.55475378 -1.17546535 -5.04878521 168 0 0
-0.37108216 -2.0011251 -5.04827929 161 0 0
2.00547981 -1.68483841 -5.05280828 117 0 0
0.89376062 -3.99938297 -5.046422 0 0 131
1.99483716 -1.73567533 -5.05193758 0 0 126
1.8555851 -6.13468742 -5.03806734 0 0 152
-0.34438053 -1.92662024 -5.05681038 0 0 126
-0.71921068 -6.15497971 -5.03827763 0 0 158
-0.78963596 -7.22881174 -5.03574753 93 0 0
0.98359424 -3.85661364 -5.04394197 78 0 0
0.53851408 -6.31769609 -5.03921843 0 0 184
-1.52327859 -1.62695336 -5.05526018 120 0 0
0.55855733 -6.28229475 -5.03803015 0 0 156
0.53279996 -6.35250807 -5.03720379 0 0 155
-1.50474858 -1.70394957 -5.05334377 103 0 0
-0.75314993 -6.24661493 -5.03606176 0 0 119
-0.76615661 -7.33182764 -5.03442621 97 0 0
-0.508223 -2.22057366 -5.0480938 82 0 0
1.0423888 -3.99084425 -5.04772329 0 0 125
-1.37607932 -1.34441149 -5.05489731 103 0 0
-0.67284292 -7.19026995 -5.03610897 137 0 0
1.97298563 -2.04144573 -5.05066109 0 0 94
-0.6554631 -7.23406601 -5.03704405 102 0 0
-1.41320157 -1.42003107 -5.05432367 110 0 0
-1.37796259 -1.46269965 -5.06195831 78 0 0
0.54120052 -6.45204973 -5.03396177 73 0 0
-1.31826377 -1.46924591 -5.05228519 107 0 0
0.68848658 -4.08209372 -5.04430819 58 0 0
1.97260857 -3.74172544 -5.04711723 0 0 165
-1.30935907 -1.46022069 -5.05285597 78 0 0
1.66040838 -1.17096651 -5.05076075 165 0 0
-0.61946452 -7.33133268 -5.03444958 97 0 0
0.69664842 -4.12540197 -5.03844261 121 0 0
-1.23418236 -1.39384174 -5.05254936 111 0 0
1.73331892 -1.17991018 -5.0517292 122 0 0
0.52562398 -6.49913883 -5.03717375 0 0 103
0.69459063 -4.14801884 -5.04084492 82 0 0
0.69880259 -4.16352797 -5.0420742 71 0 0
0.58015013 -6.51528025 -5.03747511 0 0 154
-0.34656698 -2.20068765 -5.04503679 77 0 0
0.57006788 -6.54477167 -5.03592253 159 0 0
-1.2636168 -1.55539441 -5.05345297 98 0 0
-1.22924328 -1.48180985 -5.06165743 0 0 85
-0.56679702 -7.19073534 -5.03554821 166 0 0
0.63436425 -4.21975803 -5.04350758 138 0 0
-0.73716819 -2.27054238 -5.04699516 86 0 0
-0.75214142 -2.28659964 -5.04645729 113 0 0
-0.55573088 -7.23724794 -5.04178143 111 0 0
-0.53579199 -7.2282896 -5.03836584 115 0 0
0.52700245 -6.59203911 -5.03681278 0 0 138
-0.48691222 -5.95596409 -5.0387311 70 0 0
-0.5113759 -5.94238424 -5.04033422 106 0 0
-0.69338208 -2.29892445 -5.04536676 73 0 0
-1.39778781 -1.6591624 -5.04931641 120 0 0
1.68042552 -1.28049469 -5.05216503 105 0 0
-0.44497332 -5.8790884 -5.03115654 73 0 0
-0.54888922 -5.98355007 -5.03620577 91 0 0
1.97437203 -3.95720673 -5.04514074 156 0 0
0.71897227 -4.07889557 -5.03976774 122 0 0
1.77440631 -0.98900443 -5.05189943 75 0 0
0.56415844 -6.60105896 -5.03723478 0 0 110
-0.48996222 -5.99104977 -5.03866673 66 0 0
0.75702435 -4.10150433 -5.04402018 0 0 139
0.56714398 -6.62598467 -5.03511572 111 0 0
0.57896644 -6.63608027 -5.03732395 0 0 161
1.81932914 -1.04910874 -5.05101156 118 0 0
0.96656585 -0.84370452 -5.05353451 0 0 104
0.7194407 -4.24164677 -5.04023218 83 0 0
-0.5492835 -2.28518558 -5.04486942 99 0 0
1.9501698 -4.07191944 -5.0462327 167 0 0
-0.40561059 -6.04547215 -5.04093266 0 0 120
1.155164 -0.77669203 -5.05274487 110 0 0
0.75055933 -4.20693445 -5.03909492 0 0 146
-1.26555836 -1.68240392 -5.05120134 92 0 0
-1.25818861 -1.65297389 -5.05360985 112 0 0
-0.52274126 -2.43987083 -5.0355978 77 0 0
1.97913051 -4.13457966 -5.04438972 0 0 167
-0.72978812 -2.51209188 -5.04328108 89 0 0
-1.23182917 -1.69975185 -5.04834938 105 0 0
1.20640922 -0.78047991 -5.0523448 143 0 0
0.54600388 -6.79029083 -5.03599024 0 0 112
-0.45292085 -6.16268015 -5.03850842 111 0 0
0.80971467 -4.29355049 -5.04441643 0 0 164
-0.539801 -6.22293186 -5.03861094 0 0 138
2.00841665 -4.11619043 -5.043293 119 0 0
0.57024348 -6.88109827 -5.03353691 103 0 0
1.96996212 -4.1954751 -5.04285097 0 0 127
0.54347467 -6.89482832 -5.03877878 0 0 151
0.65876031 -4.37646914 -5.04959393 0 0 158
1.9778173 -4.24924994 -5.03995323 184 0 0
0.56717211 -6.91074085 -5.0329814 106 0 0
-1.03790355 -0.99172467 -5.05554295 100 0 0
0.67397535 -4.28917837 -5.04322052 86 0 0
1.31683016 -0.86667454 -5.05391169 113 0 0
-0.42271629 -6.15167093 -5.03678656 68 0 0
-1.05766416 -0.99448836 -5.05456734 113 0 0
0.65854084 -6.29765606 -5.03728819 0 0 185
0.61222285 -4.42207766 -5.04652643 0 0 185
-0.25721672 -1.88295496 -5.04588652 117 0 0
-0.23155867 -1.81435323 -5.05344248 118 0 0
1.96941924 -4.37015724 -5.04369783 153 0 0
0.65584624 -4.42738485 -5.04372883 142 0 0
-0.32728249 -6.16964626 -5.03570223 135 0 0
-0.30999431 -6.16795588 -5.03407907 123 0 0
2.00546098 -4.31073952 -5.04383898 111 0 0
-0.23444666 -1.90001547 -5.04961729 115 0 0
-1.00046909 -1.09917712 -5.05221272 84 0 0
-0.98748803 -1.11388683 -5.05046654 110 0 0
1.40124547 -0.85560846 -5.05334425 116 0 0
2.01623821 -4.39587831 -5.03794241 76 0 0
2.0027597 -4.36474943 -5.04554605 0 141 0
1.4528532 -0.85453272 -5.05881977 0 0 117
-0.30378625 -1.97527564 -5.04748869 90 0 0
1.46594322 -0.90616393 -5.04927206 74 0 0
1.96388137 -1.2710557 -5.05362797 0 0 121
0.69734895 -4.3173995 -5.03634739 182 0 0
1.9405514 -4.46386671 -5.0401926 0 0 84
1.50857723 -0.87972534 -5.05790186 0 0 131
0.73108995 -4.29018831 -5.03618288 100 0 0
-0.23102777 -1.97787857 -5.05237389 101 0 0
-0.36980623 -6.28256845 -5.03769207 0 0 108
1.58245528 -0.85481364 -5.05622959 102 0 0
-1.08422065 -1.30032086 -5.05554581 121 0 0
-0.31548187 -6.14164829 -5.03780079 135 0 0
0.76818097 -6.5128746 -5.03503656 0 0 154
-1.01270974 -1.1854192 -5.05203104 117 0 0
0.71626431 -4.36923218 -5.04499817 0 0 137
-0.2728985 -2.10962725 -5.04482937 74 0 0
1.66662967 -0.86560982 -5.05441427 90 0 0
1.61902797 -1.38418937 -5.05254555 0 0 160
0.60192257 -6.62031317 -5.03578281 0 0 144
0.79952174 -4.46592569 -5.04254389 0 0 159
-0.28066817 -6.24523401 -5.03636599 0 0 157
0.68099946 -6.57051134 -5.03447485 0 0 169
-1.01314628 -1.27414656 -5.05508566 90 0 0
0.59155637 -6.65901327 -5.03267002 137 0 0
1.53178906 -1.56305349 -5.05291224 0 0 143
-1.33472776 -3.29819298 -5.04522133 102 0 0
1.54758227 -1.54812026 -5.04955959 135 0 0
1.54036164 -1.51669145 -5.04756975 175 0 0
1.57629168 -1.49787283 -5.05219841 0 0 161
-0.98146397 -1.31758511 -5.05302429 108 0 0
0.65272331 -6.73072195 -5.03510332 0 0 95
0.55255687 -1.42872524 -5.05010748 137 0 0
0.58491606 -1.44258225 -5.0539875 0 0 162
0.60531765 -1.4523803 -5.05188131 0 0 74
0.74750137 -6.68452835 -5.03344822 0 0 141
-0.23012008 -6.25547838 -5.03643703 0 0 156
-1.09317136 -3.59536695 -5.04682446 115 0 0
-0.86714488 -0.91926169 -5.06087875 0 0 114
-0.91708982 -3.21192098 -5.04355764 96 0 0
0.54914051 -1.5237422 -5.04884195 125 0 0
0.81443578 -4.28906298 -5.04494572 0 0 166
0.5694142 -1.5178268 -5.05125237 0 0 90
-1.60765958 -6.38242149 -5.03741789 89 0 0
-0.77731407 -3.21032858 -5.04282093 97 0 0
-0.85722244 -1.11617589 -5.0553484 91 0 0
-1.64596069 -3.68281555 -5.03922844 127 0 0
0.60358351 -6.79227924 -5.03503466 0 0 155
0.91210955 -4.16378641 -5.04554844 200 0 0
0.89271677 -4.52588415 -5.0455718 104 0 0
0.61274737 -6.81017733 -5.03326988 129 0 0
0.9767791 -4.07635355 -5.04326725 134 0 0
-0.84671873 -1.00264287 -5.05003262 94 0 0
0.84630173 -4.6793685 -5.04289818 168 0 0
0.67711979 -6.8526659 -5.03393793 0 0 137
0.57361549 -1.58493567 -5.05199289 0 0 107
0.59482723 -6.88276625 -5.03531265 0 0 149
0.92040443 -4.68024874 -5.0408349 162 0 0
0.59927362 -6.89940882 -5.03424025 0 0 147
1.00947726 -4.07385159 -5.04078579 129 0 0
0.61130494 -1.67324579 -5.04811716 202 0 0
-1.2413063 -4.13851404 -5.04324961 100 0 0
1.65689373 -1.54241502 -5.05133963 0 0 165
0.98338377 -4.14165306 -5.04131317 131 0 0
1.66717803 -1.50913489 -5.05432224 0 0 160
0.94985169 -4.22789001 -5.04340029 118 0 0
0.82534957 -4.36351299 -5.04321861 0 0 122
0.5735743 -1.80145741 -5.05026722 0 0 171
0.88759845 -4.33726835 -5.03858185 194 0 0
-0.82336605 -1.09985936 -5.04840469 123 0 0
0.6352908 -7.00393343 -5.03592634 0 0 162
0.8117916 -0.97325099 -5.04982185 119 0 0
0.91730988 -4.73207664 -5.04238129 125 0 0
-1.23699296 -4.39993668 -5.04616261 114 0 0
-1.14645278 -3.62405705 -5.044168 118 0 0
1.68574631 -1.58803272 -5.04681444 151 0 0
-1.55862057 -6.65607929 -5.03675413 89 0 0
0.71622545 -1.0941081 -5.05118084 165 0 0
-1.59243119 -6.67036438 -5.03643751 113 0 0
-1.08549213 -3.73766494 -5.04547453 60 0 0
-1.12471318 -4.04140759 -5.04166079 78 0 0
0.72522038 -7.04854679 -5.03477716 0 0 145
0.89308637 -4.45148516 -5.04269409 0 0 128
1.69060016 -1.78151512 -5.04831314 0 0 103
-0.95836562 -3.77069235 -5.04602623 99 0 0
-0.9579196 -3.73741794 -5.04598284 103 0 0
-0.79029435 -1.21717799 -5.05689573 136 0 0
-1.4886291 -6.52982426 -5.03597736 97 0 0
1.78230512 -1.4048835 -5.0493474 119 0 0
0.6899513 -1.16615438 -5.05720234 0 0 161
0.95783526 -4.33444834 -5.04691553 137 0 0
0.54230571 -6.24652624 -5.03820896 0 0 176
0.73507452 -7.2075634 -5.0269475 120 0 0
1.7402842 -1.55141282 -5.04817247 134 0 0
0.64430696 -1.27197731 -5.05136204 151 0 0
-0.93167019 -3.84792089 -5.04547262 148 0 0
-0.93940765 -3.79708219 -5.04545927 110 0 0
-0.92619038 -3.89744759 -5.04138279 75 0 0
0.95217794 -4.41496563 -5.04188633 156 0 0
0.80295384 -6.93889618 -5.0343008 0 0 160
-1.20720673 -4.09155464 -5.04517174 100 0 0
-1.0029937 -1.3838253 -5.05869627 119 0 0
-1.47932124 -6.71303892 -5.03744745 101 0 0
1.04802501 -3.35815144 -5.05163336 0 0 92
0.83696306 -7.11689091 -5.03761101 0 0 146
-1.17427397 -4.11519003 -5.04354906 123 0 0
0.90911078 -5.8030858 -5.0377779 0 0 154
-1.40008485 -6.31666946 -5.04344559 0 0 130
1.12308788 -3.33230352 -5.04430676 101 0 0
-1.43836713 -6.36768818 -5.03723764 171 0 0
1.13138902 -3.37764597 -5.04862118 0 0 120
1.91452575 -1.45310223 -5.04735184 150 0 0
0.79938489 -1.15528738 -5.04906988 80 0 0
-1.08739555 -1.56995976 -5.04464865 65 0 0
0.66471279 -6.03830814 -5.0291357 109 0 0
-1.15374279 -4.13844585 -5.04738951 116 0 0
0.79172802 -5.89924383 -5.0361228 0 0 135
0.77743793 -5.94535637 -5.03960657 0 0 162
1.2100246 -3.31391954 -5.04981756 133 0 0
0.79921585 -1.27346766 -5.0529542 0 0 175
0.7887255 -7.22070313 -5.03891134 0 0 134
0.71611857 -6.0348444 -5.03645086 0 0 173
0.69600558 -6.03434467 -5.03890896 0 0 173
-1.17248547 -4.31548834 -5.04873848 99 0 0
0.90405428 -7.11022568 -5.03281021 0 0 153
0.88774592 -7.12439775 -5.03279257 0 0 147
-0.82592767 -4.24992466 -5.03936529 149 0 0
0.86062396 -0.91199464 -5.05083942 139 0 0
-0.80479831 -4.25762463 -5.05309868 0 0 138
0.78101617 -7.23039198 -5.03630638 0 118 0
0.8758058 -0.94275701 -5.05610752 128 0 0
0.79862076 -7.25084257 -5.03572273 95 0 0
-1.32606244 -6.4192543 -5.03427887 139 0 0
1.77811217 -1.64687395 -5.05197763 0 0 120
1.17070425 -3.46267009 -5.04906797 121 0 0
-1.27482045 -6.47471189 -5.03025866 112 0 0
-1.23487186 -6.50552845 -5.03294325 134 0 0
-0.93731409 -4.35657167 -5.0419507 137 0 0
-0.84473568 -1.34857845 -5.05011559 119 0 0
0.59878403 -6.17708206 -5.03657007 77 0 0
1.78879046 -1.70558894 -5.05433655 0 0 118
0.61608934 -6.15192604 -5.03928328 0 0 167
0.90651375 -1.09276152 -5.0529871 0 0 106
0.89425892 -7.31516361 -5.03595352 0 0 133
1.09173751 -3.58374882 -5.04992533 0 70 0
-0.75671238 -1.36742795 -5.04900074 108 0 0
0.89280379 -1.11423421 -5.05758142 0 0 160
1.10897934 -3.56009984 -5.04664087 191 0 0
0.64936709 -6.07292557 -5.03534174 158 0 0
1.14388347 -3.60026336 -5.04560995 175 175 173
0.88254249 -7.33699274 -5.03556252 0 0 130
-0.7548511 -1.50491476 -5.05927992 0 0 117
0.92319524 -7.25813913 -5.03332043 0 0 139
0.68897456 -6.09819269 -5.04012585 0 0 166
-1.37507975 -6.63709545 -5.03476381 108 0 0
0.97688818 -1.05384886 -5.04686975 200 0 0
-0.98046631 -4.48038864 -5.04704237 110 0 0
-0.90234131 -4.38311148 -5.04519415 116 0 0
-1.53839135 -1.80797648 -5.05140781 110 0 0
0.9305405 -7.3790369 -5.03209066 74 0 0
0.6087507 -6.24089956 -5.03563499 0 0 151
-1.3322264 -6.58983564 -5.03861284 0 0 114
-1.57588267 -1.88493311 -5.04650927 107 0 0
-0.91583538 -4.46947956 -5.04624605 106 0 0
1.94639742 -1.66274297 -5.05059719 0 0 108
-0.91039181 -4.49106741 -5.04645395 112 0 0
-0.86008871 -4.45434141 -5.04669285 108 0 0
1.94268417 -1.66656101 -5.0501914 157 0 0
1.35134649 -6.36228657 -5.03830147 0 0 168
0.86996621 -1.18621016 -5.05338764 0 123 0
-1.56217515 -2.00951648 -5.04824305 108 0 0
1.36347771 -6.34904003 -5.03703403 0 0 92
0.73181224 -6.08989286 -5.03926849 0 0 150
0.85917813 -1.18034244 -5.0517478 184 0 0
1.2468574 -3.55799961 -5.05124521 0 0 130
-0.63159329 -3.20283127 -5.03487015 92 0 0
1.25799131 -3.25156212 -5.04447079 106 0 0
1.33556509 -3.24884462 -5.03776217 141 0 0
1.31544471 -3.26599026 -5.04989052 89 0 0
1.35589945 -3.26942611 -5.05077457 0 0 125
1.44204187 -6.30456114 -5.03810835 0 0 169
-0.55876589 -3.28149128 -5.0478425 86 0 0
-0.53656209 -3.305058 -5.04583788 81 0 0
1.93080151 -1.77195394 -5.04783058 0 0 114
-0.51343423 -3.33929372 -5.04778767 89 0 0
0.72035086 -6.11776304 -5.04062414 0 0 159
0.9327237 -1.20135307 -5.04874706 0 132 0
-1.45818949 -1.89184356 -5.04608774 109 0 0
1.13278651 -1.86683297 -5.04900742 0 0 169
1.43767226 -6.69390345 -5.03579998 0 0 143
0.84906638 -1.33912361 -5.04304743 142 0 0
0.78552914 -6.21487236 -5.03729296 0 0 156
0.90052861 -1.28844738 -5.04986954 132 0 0
-0.31984606 -3.57962465 -5.04842234 105 0 0
1.46748662 -3.26028609 -5.04618311 157 0 0
-1.50022304 -6.789114 -5.04427242 0 0 124
0.96895385 -1.2079016 -5.05159235 91 0 0
-0.58600235 -3.74518108 -5.04477406 126 0 0
-1.45997727 -6.79826403 -5.0335331 107 0 0
0.84568983 -5.86451817 -5.03876209 0 0 149
-0.61059099 -3.73575616 -5.04369354 100 0 0
1.04227543 -1.15398002 -5.05254555 0 0 113
1.30678475 -6.78948545 -5.03396225 0 0 141
0.84148407 -5.90511894 -5.03821516 0 0 155
1.34688771 -6.81447268 -5.03528738 0 0 79
0.83690155 -5.92992449 -5.03768682 0 0 161
1.34006822 -6.86546326 -5.02819157 47 0 0
1.31378198 -3.42119789 -5.04673672 131 0 0
-1.59007549 -7.03283453 -5.03509617 96 0 0
0.87049538 -5.86479664 -5.03791952 0 0 169
1.35773087 -6.8785367 -5.030756 0 0 126
0.99253738 -1.26441813 -5.05168152 0 0 106
1.33768976 -3.45188761 -5.04698372 188 0 0
1.17794359 -1.956563 -5.04970503 0 0 190
-1.51966071 -7.11852646 -5.03344488 95 0 0
-0.58798993 -4.00404358 -5.04469967 90 0 0
-1.47271669 -7.17432737 -5.03370714 145 0 0
1.02921331 -1.31194997 -5.04763222 125 0 0
-0.55830765 -3.99672437 -5.04294872 112 0 0
-0.54950857 -3.98284936 -5.04586124 120 0 0
-1.26624155 -1.99809635 -5.05093622 111 0 0
1.07559204 -2.03322029 -5.04908085 0 0 179
-1.44922483 -6.79018736 -5.03447676 106 0 0
1.04956985 -1.30679953 -5.04954338 0 0 169
1.08793867 -2.06592631 -5.04831171 0 0 173
1.09711599 -2.06400371 -5.04863405 0 0 179
1.43906856 -6.98399782 -5.03420258 0 0 132
1.09442794 -2.0816803 -5.04762554 0 0 180
1.43532276 -3.39056301 -5.04929066 0 0 156
1.4079355 -7.01048183 -5.03336191 0 0 134
-1.3773874 -2.04306555 -5.04800224 105 0 0
1.45897806 -6.98483086 -5.03468275 0 0 129
1.40005744 -7.20245123 -5.03291512 0 0 127
-1.2518096 -6.81288099 -5.03226662 88 0 0
1.11553025 -2.17511296 -5.04817247 0 0 173
-1.37632096 -2.20450211 -5.05091763 135 0 0
1.4601562 -6.49882936 -5.03696585 0 0 156
0.8283214 -6.18147945 -5.03642559 0 0 169
1.39394724 -3.53264093 -5.03977633 82 0 0
1.07309866 -2.24845886 -5.04802704 0 0 179
-1.21786356 -2.09209704 -5.05533791 136 0 0
1.48035717 -3.49807477 -5.04168034 0 0 63
0.69888502 -1.48974347 -5.049613 0 0 130
1.11128926 -2.22822833 -5.04894304 0 0 182
0.81986821 -6.20296431 -5.03678846 0 0 155
1.73135757 -6.3613348 -5.03608131 0 0 158
-1.30624425 -2.19010258 -5.05725861 94 0 0
0.8069495 -6.25403166 -5.03647804 0 0 166
0.81779784 -6.23986149 -5.03642511 0 0 116
1.19177735 -2.11246419 -5.04763126 0 0 142
-1.44791305 -7.07255745 -5.03948736 118 0 0
-0.50974697 -3.99780798 -5.04728365 159 0 0
1.07082546 -4.54659271 -5.04743958 178 0 0
-1.27600157 -2.26003671 -5.05055475 76 0 0
1.81850481 -6.35959291 -5.03569555 0 0 151
-0.48317686 -4.00895071 -5.04797935 100 0 0
1.54110825 -3.26338935 -5.04544497 180 0 0
-1.40807807 -7.16673517 -5.04337978 73 0 0
1.13943195 -4.58272648 -5.04366446 165 0 0
-1.44305992 -2.26029134 -5.04759359 85 0 0
0.80393022 -1.53851843 -5.05109072 0 0 106
1.10292256 -4.64459372 -5.04110575 206 0 0
0.63007802 -1.59018993 -5.04972601 0 0 116
-0.32277825 -3.97120142 -5.04632235 124 0 0
-1.28520834 -2.26859617 -5.04967165 72 0 0
-1.29402995 -7.15517235 -5.03395128 111 0 0
1.37214112 -1.93126035 -5.04832315 147 0 0
-1.30267787 -2.30443954 -5.04905081 106 0 0
-1.26703167 -7.16192245 -5.03312445 126 0 0
-0.645841 -4.06401157 -5.0453701 134 0 0
1.1512295 -4.73659134 -5.04089022 143 0 0
-1.16164529 -6.3028388 -5.04098558 0 0 128
-1.23540759 -2.39188337 -5.0497613 108 0 0
-1.16583049 -6.33074474 -5.03930712 117 0 0
1.4819665 -1.81228137 -5.04791689 148 0 0
-0.60076487 -4.06539965 -5.0426755 118 0 0
-1.15732777 -6.33374119 -5.03546381 79 0 0
-0.61400586 -4.10452795 -5.04170704 115 0 0
-1.16160655 -6.32616949 -5.03944921 105 0 0
0.81193358 -1.69276297 -5.04652166 123 0 0
1.10886621 -4.77198744 -5.04363823 135 0 0
1.76076913 -7.18798399 -5.0327425 0 0 117
1.80037737 -7.1548748 -5.03294182 0 0 73
-0.61095828 -4.21128082 -5.04160976 89 0 0
-0.62875581 -4.21673298 -5.05098915 82 0 0
1.596766 -3.50562882 -5.04257202 186 186 184
-1.10623586 -6.398808 -5.03377485 106 0 0
-1.15631914 -6.42839622 -5.04125309 108 0 0
1.33826494 -2.07985973 -5.04510641 108 0 0
0.87191612 -1.36623895 -5.05152941 146 0 0
-0.6582222 -4.47609377 -5.04752874 85 0 0
1.6006856 -3.55590677 -5.04665899 0 0 183
-1.04698575 -6.28813314 -5.03966284 0 0 110
-1.05458319 -6.34100676 -5.04041862 0 0 134
-1.04289365 -6.33672953 -5.04163504 0 0 140
-1.0087465 -6.30087566 -5.03852415 100 0 0
-0.62380457 -4.34468126 -5.04290724 162 0 0
-0.62988704 -4.37064219 -5.04451942 99 0 0
-0.99651504 -6.37484932 -5.0384388 0 0 148
0.95035797 -1.38241768 -5.05195856 0 0 156
1.66306508 -3.39336681 -5.04909849 0 0 188
-1.15125728 -2.06319737 -5.05430412 110 0 0
-0.54093546 -4.28188133 -5.04714727 0 0 117
1.69857252 -3.45177984 -5.04173231 152 0 0
1.32760501 -2.22599292 -5.04999876 0 0 159
1.33782125 -2.14617395 -5.05086756 0 0 147
1.83132637 -7.04115486 -5.03560686 0 0 120
-0.63275534 -4.45875978 -5.04892969 88 0 0
-0.59211546 -4.43753672 -5.0420146 93 0 0
-1.12018383 -2.13614964 -5.05546808 93 0 0
1.87059736 -7.03388882 -5.03480959 0 0 93
-0.56681979 -4.41640282 -5.04406166 145 0 0
1.42968571 -2.08159423 -5.04912853 0 0 166
1.48283362 -2.07574344 -5.04964876 0 0 131
1.08863425 -7.41100025 -5.03402662 0 0 133
1.31020129 -4.53349686 -5.04424524 112 0 0
1.15357292 -7.40947533 -5.03282118 0 0 117
-0.99564976 -2.05923271 -5.04896307 135 0 0
-0.9809711 -2.06941676 -5.05701733 0 97 0
-0.47429651 -4.18475246 -5.04584551 0 86 0
-1.16124976 -6.64437628 -5.03910065 0 0 91
-1.03113401 -2.13867784 -5.05051613 92 0 0
1.42388606 -2.23431301 -5.05077982 0 0 156
1.42173815 -2.22900176 -5.05072927 0 0 154
1.40320671 -7.22779894 -5.03416967 0 0 124
1.031811 -1.56567574 -5.04991531 0 0 135
1.46439028 -2.27364302 -5.04846716 112 0 0
1.76145566 -3.51834226 -5.04548502 165 0 0
1.47862971 -2.24784827 -5.04850864 0 0 163
1.78608513 -3.52738023 -5.04304504 127 0 0
1.4103322 -7.41511202 -5.03312016 0 0 116
1.82154787 -3.54573202 -5.04624367 0 0 125
0.85847658 -1.66617358 -5.05059099 0 0 154
-0.97525012 -6.35590744 -5.03614664 70 0 0
1.45064783 -7.40803909 -5.03421974 0 0 116
1.11293066 -2.34786916 -5.04766989 0 0 168
0.92430162 -1.7624402 -5.0506053 103 0 0
0.97333103 -1.74815381 -5.0517416 0 0 160
-0.74549192 -1.90348637 -5.05030632 81 0 0
1.07061052 -3.66137815 -5.04715347 177 0 0
0.98548996 -1.7723788 -5.05204821 0 0 166
1.01725936 -1.72974503 -5.05250645 0 0 129
1.01570344 -1.75260758 -5.04589987 100 0 0
-0.84071612 -6.36604357 -5.0362668 0 0 139
1.46126461 -4.6569314 -5.0403595 0 0 95
-0.79161042 -1.99627054 -5.04261208 79 0 0
1.50258279 -7.40318823 -5.03422546 0 0 105
1.51448703 -7.38999557 -5.03250027 0 0 54
1.05029845 -1.73310316 -5.05128336 0 0 152
1.48481596 -4.72982979 -5.03994656 0 0 85
-0.82525247 -6.39680147 -5.03233862 0 0 133
-0.79924273 -6.38491392 -5.03519392 0 0 129
1.1962719 -3.60766196 -5.05115271 0 0 183
-0.7948631 -6.73133707 -5.0345335 0 0 126
-0.91646689 -2.09856987 -5.050035 0 0 82
-0.40677547 -4.4307375 -5.04000092 114 0 0
-0.85325617 -2.19752407 -5.05282354 0 0 99
0.56517482 -1.83951199 -5.0505147 0 0 176
-1.19247878 -6.79472589 -5.03584003 96 0 0
1.57748401 -7.40746927 -5.0322299 0 0 110
-0.37196374 -4.43163395 -5.04496145 200 0 0
1.35131645 -4.79973841 -5.03467655 124 0 0
1.11418915 -2.50251293 -5.04633427 0 0 161
1.2612412 -4.89438772 -5.04261255 123 0 0
1.29997301 -4.90437651 -5.04653025 0 0 116
1.29611957 -4.91141605 -5.04715252 0 0 118
1.58137262 -7.30130768 -5.0360837 0 0 106
-1.23455334 -6.8789115 -5.02999449 93 0 0
1.17871845 -2.48775721 -5.05038977 0 0 177
0.55416721 -1.96960604 -5.04815769 0 0 123
-0.77608424 -2.19777465 -5.05476952 0 0 124
-0.34688455 -4.44195127 -5.04562426 145 0 0
-0.29603639 -3.61667156 -5.05118561 92 0 0
1.6201973 -7.26245308 -5.03327799 0 0 110
0.57739389 -1.98773098 -5.04835701 0 0 161
1.10340142 -3.90100884 -5.04811716 105 0 0
0.60569215 -2.03069162 -5.0493722 0 0 163
1.15058219 -3.84199643 -5.0431819 113 0 0
1.10787237 -3.90944028 -5.0468545 107 0 0
-1.12014055 -2.29939365 -5.05006361 100 0 0
-1.19177544 -2.39084339 -5.05017471 156 0 0
-0.32179213 -3.90455079 -5.04787827 101 0 0
-1.11755741 -6.82107735 -5.0313158 117 0 0
1.45876408 -4.78130484 -5.04080153 105 0 0
1.47563767 -4.78645134 -5.04118109 0 0 115
-1.06959939 -6.85777807 -5.0362525 0 0 109
0.63736844 -1.95479953 -5.04978037 0 0 148
1.62319052 -7.34954548 -5.03569841 0 0 105
1.16406429 -3.84316278 -5.04211092 76 0 0
1.59522474 -7.37370443 -5.03422976 0 0 110
-1.06539249 -2.2664268 -5.05038166 104 0 0
1.39098728 -4.90922737 -5.04111195 158 0 0
-0.31388909 -4.09393787 -5.0456996 82 0 0
-0.30780861 -4.17657042 -5.04418325 140 0 0
1.39935052 -4.97490501 -5.03098965 99 0 0
1.25240076 -3.92082572 -5.03050423 129 0 0
1.72950971 -7.21005344 -5.03594828 0 0 126
-0.28965235 -4.17717314 -5.04448605 122 0 0
-0.19748649 -4.04936123 -5.04874134 57 0 0
1.94587898 -4.5211277 -5.0427084 203 0 0
1.47046745 -2.38035345 -5.04984665 0 0 149
1.46491861 -2.37098813 -5.05010557 0 0 177
1.47284508 -4.93061352 -5.04340124 0 0 185
-1.06517589 -6.90958643 -5.03276205 129 0 0
1.29219627 -3.71390176 -5.04458141 153 0 0
-0.27180982 -4.33673668 -5.04403734 118 0 0
