//X Y Z R G B Nx Ny Nz
50000
-6.64408731 10.08173180 14.38082695 0 0 0 0.000978 -0.999999 0.000978
-9.72491837 9.68959236 10.81750011 0 0 0 0.959707 0.280680 -0.013482
-6.38764906 4.28417063 -5.18472767 0 0 0 0.000978 0.999999 0.000978
-8.56986237 4.28417015 -1.31832409 0 0 0 0.000978 0.999999 0.000978
-9.56790924 4.28416777 18.75214577 0 0 0 0.000978 0.999999 0.000978
-5.82965183 6.98583221 4.47326899 0 0 0 -0.999999 0.000978 0.000978
-10.25876045 4.48879480 5.69002914 0 0 0 0.000978 0.000978 0.999999
-5.73595285 7.40014601 13.89995480 0 0 0 0.999999 0.000978 0.000978
-6.64197445 6.10574293 6.21558952 0 0 0 0.064658 0.992554 -0.103226
-6.35716534 9.63030243 7.53946829 0 0 0 0.000978 -0.999999 0.000978
-5.83687973 8.46162987 11.96395874 0 0 0 -0.999987 0.000981 -0.004907
-8.49177456 9.21299648 15.60214043 0 0 0 0.001093 0.991782 0.127937
-5.98585463 7.59222364 12.05530453 0 0 0 0.686955 -0.308726 0.657861
-7.98075294 9.64013863 12.47545147 0 0 0 0.001100 0.990809 0.135260
-11.06077576 4.28417015 4.19783401 0 0 0 0.000978 0.999999 0.000978
-8.44869614 9.72531986 10.91416168 0 0 0 0.000978 0.000978 0.999999
-5.64249182 9.63030243 8.16516590 0 0 0 0.000978 -0.999999 0.000978
-8.93017578 9.61958790 5.03655338 0 0 0 0.001098 -0.991141 0.132811
-8.65555859 9.37967014 12.56470490 0 0 0 0.001098 -0.991141 -0.132811
-9.15937996 4.56839371 14.44122887 0 0 0 -0.999445 -0.033281 0.001009
-6.44861460 4.28416967 1.72257519 0 0 0 0.000978 0.999999 0.000978
-10.11240959 7.58118343 10.92606640 0 0 0 0.000978 0.000978 0.999999
-8.98774147 4.28416920 8.49751663 0 0 0 0.000978 0.999999 0.000978
-6.10458565 9.38524818 2.40884137 0 0 0 0.001098 0.991141 -0.132811
-10.77038765 4.28416920 8.28038788 0 0 0 0.000978 0.999999 0.000978
-7.92697573 4.28417015 -1.79655552 0 0 0 0.000978 0.999999 0.000978
-6.17030668 10.56977558 9.55558872 0 0 0 -0.406019 0.913864 0.001289
-8.76785183 9.63779354 5.13237619 0 0 0 0.001098 -0.991141 0.132811
-8.00951576 9.21840954 5.95379210 0 0 0 -0.959249 -0.282560 -0.001213
-6.75557280 10.30941677 8.88526821 0 0 0 -0.406019 0.913864 0.001289
-8.79585552 9.63030052 7.68906164 0 0 0 0.000978 -0.999999 0.000978
-6.07444191 4.98839283 10.82689571 0 0 0 -0.087208 -0.115114 0.989517
-9.02501488 9.21260834 10.80460358 0 0 0 -0.959269 0.282282 0.010998
-6.44091702 9.63030148 7.98741388 0 0 0 0.000978 -0.999999 0.000978
-9.14615154 9.60870743 12.70660973 0 0 0 0.001100 0.990809 0.135260
-5.73594761 6.68282604 9.56227207 0 0 0 0.999999 0.000978 0.000978
-9.85806274 6.10574293 6.43291092 0 0 0 -0.021397 0.999542 -0.021397
-8.02526760 4.28417015 -1.57092667 0 0 0 0.000978 0.999999 0.000978
-6.88087368 9.89170265 8.72133064 0 0 0 0.000978 0.999999 0.000978
-10.13685513 9.27021885 13.73702717 0 0 0 -0.999999 0.000978 0.000978
-6.78029442 9.13969898 1.43321276 0 0 0 0.001098 -0.991141 0.132811
-6.98342514 6.10574293 7.62148380 0 0 0 0.046255 0.997176 -0.059164
-9.40377045 4.66141319 14.36715889 0 0 0 -0.018902 -0.999821 0.000995
-9.73733807 9.50514221 5.98665619 0 0 0 -0.959269 0.282282 0.010998
-8.61228466 9.61661816 12.47733021 0 0 0 0.001093 0.991782 0.127937
-8.56939983 8.36718273 15.71810532 1 1 1 0.612027 0.784388 -0.100787
-9.66582870 9.57757378 11.88451576 0 0 0 0.001093 -0.991782 -0.127937
-8.68940544 5.56978941 14.09014702 0 0 0 0.466672 -0.001322 0.884429
-5.82815504 9.69903278 6.33002377 0 0 0 -0.999999 0.000978 -0.000978
-10.18684578 4.35554123 10.91918945 0 0 0 0.000978 -0.999999 0.000978
-9.71017647 4.36579514 14.40163231 0 0 0 0.018902 0.999821 0.000995
-7.15142918 10.38818073 6.33074808 0 0 0 0.003789 0.935854 -0.352366
-5.82109404 10.08173180 15.03530121 0 0 0 0.000978 -0.999999 0.000978
-9.19728661 8.03393173 14.97721767 1 1 1 -0.290419 0.076154 -0.953865
-5.73594809 6.58170700 6.91216993 0 0 0 0.999999 0.000978 0.000978
-7.98816109 9.63030148 7.79340506 0 0 0 0.000978 -0.999999 0.000978
-5.73362827 9.04750538 8.95539284 0 0 0 -0.886654 0.001317 0.462431
-11.87743092 4.28416920 7.08661938 0 0 0 0.000978 0.999999 0.000978
-5.79557705 6.10574293 8.39383602 0 0 0 0.069451 0.995463 -0.065041
-6.19167805 9.16480064 1.62168741 0 0 0 0.001098 -0.991141 0.132811
-5.82775259 9.84757710 8.94198608 0 0 0 -0.001141 0.982547 0.186011
-7.46228886 9.87270546 5.98977995 0 0 0 0.000978 -0.999999 0.000978
-9.01826668 9.16478729 1.62158656 0 0 0 0.001098 -0.991141 0.132811
-8.62137890 9.89170170 8.80692482 0 0 0 0.000978 0.999999 0.000978
-8.85447025 4.28417063 -3.91700459 0 0 0 0.000978 0.999999 0.000978
-10.13683224 9.63940525 6.73420429 0 0 0 -0.999999 0.000978 0.000978
-9.86358547 4.28416872 11.87261391 0 0 0 0.000978 0.999999 0.000978
-5.81400204 9.22379208 3.80305433 0 0 0 -0.999999 0.000978 -0.000978
-8.99785709 9.20054531 15.69853687 0 0 0 0.001093 0.991782 0.127937
-7.73589182 10.91549015 7.72089767 0 0 0 -0.003789 0.935854 -0.352366
-9.70199013 10.18340683 10.84378242 0 0 0 -0.381263 0.924466 0.001275
-9.88667107 9.36737442 14.48145580 0 0 0 0.001100 0.990809 0.135260
-10.19690228 4.67299032 10.59071064 0 0 0 0.000978 0.000978 0.999999
-5.69944334 4.28416824 15.37859535 0 0 0 0.000978 0.999999 0.000978
-7.88085651 4.28417063 -2.30725002 0 0 0 0.000978 0.999999 0.000978
-6.23797226 9.67170048 10.76507473 0 0 0 0.959707 0.280680 -0.013482
-7.86785173 5.98311615 2.38589501 0 0 0 0.000978 0.000978 0.999999
-7.20178127 9.75082302 10.91416168 0 0 0 0.000978 0.000978 0.999999
-8.35452461 4.59589767 10.82696247 0 0 0 -0.089562 -0.110498 0.989833
-7.76728058 4.28416777 18.79543877 0 0 0 0.000978 0.999999 0.000978
-6.33685493 9.51647758 5.92543793 0 0 0 0.010858 0.000987 0.999941
-7.06295395 9.51233101 13.28471565 0 0 0 0.001093 0.991782 0.127937
-7.24271631 10.14503479 1.69087839 0 0 0 -0.420274 0.907321 0.011783
-5.82767963 9.63030338 8.88140392 0 0 0 0.000978 -0.999999 0.000978
-6.79582787 9.56357479 13.03853130 0 0 0 0.001100 0.990809 0.135260
-9.38530731 5.22821808 11.74658108 0 0 0 0.018902 0.999821 0.000995
-5.66494036 8.87400341 14.43425560 0 0 0 0.000978 0.000978 0.999999
-7.45812082 4.28416872 8.84894562 0 0 0 0.000978 0.999999 0.000978
-9.30943775 4.65967798 11.72404861 0 0 0 -0.018902 -0.999821 0.000995
-7.79737568 7.77559185 15.34597778 1 1 1 0.143996 0.812017 0.565591
-5.73595238 9.83089638 13.94367695 0 0 0 0.999999 0.000978 0.000978
-10.17559528 9.49819660 4.60462523 0 0 0 0.001273 -0.378186 -0.925729
-6.40031862 9.43861389 2.76038408 0 0 0 0.001100 0.990809 -0.135260
-6.61611128 10.08173180 2.39003563 0 0 0 0.000978 -0.999999 0.000978
-8.77504635 9.31441879 1.87700605 0 0 0 0.001098 0.991141 -0.132811
-5.74322701 6.71172523 4.67591667 0 0 0 0.999999 0.000978 0.000978
-7.68523836 8.00045967 14.48490715 0 0 0 0.999999 0.000978 0.000978
-5.72482109 9.26165771 6.00360727 0 0 0 0.000978 0.000978 -0.999999
-10.41873360 4.28417063 0.41720486 0 0 0 0.000978 0.999999 0.000978
-5.73594666 7.87360811 6.15360498 0 0 0 0.999999 0.000978 0.000978
-7.41402149 9.89170074 6.36663198 0 0 0 0.000978 0.999999 0.000978
-7.31948853 9.67758560 12.20005894 0 0 0 0.001100 0.990809 0.135260
-8.25381088 9.36259747 2.23876548 0 0 0 0.001098 0.991141 -0.132811
-9.56389618 7.00336647 10.78798866 0 0 0 0.999999 0.000978 -0.000978
-7.20953941 5.24468184 13.88979435 0 0 0 0.000978 0.000978 0.999999
-9.33440971 4.66013718 14.50487804 0 0 0 -0.018902 -0.999821 0.000995
-10.13682938 9.53080082 4.72987366 0 0 0 -0.999999 0.000978 0.000978
-8.46439934 4.68656683 12.40756035 0 0 0 -0.469832 -0.001323 0.882755
-9.36489296 5.48879004 14.41996288 0 0 0 0.018902 0.999821 0.000995
-10.33017159 4.74480009 10.92341900 0 0 0 0.000978 -0.999999 0.000978
-9.76076603 9.26662254 15.22241879 0 0 0 0.001100 0.990809 0.135260
-7.60593319 4.28416967 1.50913143 0 0 0 0.000978 0.999999 0.000978
-10.05088043 4.36006021 6.08451033 0 0 0 -0.100785 -0.990473 -0.093834
-7.66001272 4.35781717 12.48596382 0 0 0 0.000979 -0.000979 0.999999
-6.00709534 6.10574293 6.00155067 0 0 0 0.082878 0.988702 -0.124901
-5.82603884 7.98469543 8.96020031 0 0 0 0.886654 0.001317 -0.462431
-6.44166088 4.28416824 15.46831703 0 0 0 0.000978 0.999999 0.000978
-6.09306145 9.77360153 11.49392796 0 0 0 0.001100 0.990809 0.135260
-8.19582844 4.28416872 9.56546688 0 0 0 0.000978 0.999999 0.000978
-6.87085342 4.28416824 12.27631760 0 0 0 0.000978 0.999999 0.000978
-6.88946056 5.61172962 5.91056252 0 0 0 -0.103935 -0.103935 -0.989138
-7.65646744 9.28611374 15.03606796 0 0 0 0.001093 0.991782 0.127937
-6.04767942 10.54658890 6.74719048 0 0 0 0.003789 0.935854 -0.352366
-6.66011333 4.28417015 -1.49470234 0 0 0 0.000978 0.999999 0.000978
-7.76687479 9.07636356 15.76485062 0 0 0 0.001093 -0.991782 -0.127937
-5.83595037 7.05886459 10.77919006 0 0 0 -0.999999 0.000978 0.000978
-5.83594847 7.49649525 7.10888863 0 0 0 -0.999999 0.000978 0.000978
-6.94497919 4.28416824 13.06665421 0 0 0 0.000978 0.999999 0.000978
-8.26483440 6.89536190 15.08164120 1 1 1 0.298504 0.912987 0.278119
-9.03839684 9.47242165 3.93152285 0 0 0 0.001098 -0.991141 0.132811
-5.99476290 7.71055937 15.55499363 1 1 1 0.279285 0.732525 0.620811
-6.91746044 9.63030148 7.16012955 0 0 0 0.000978 -0.999999 0.000978
-9.57920074 5.08648014 12.14048386 0 0 0 0.000978 0.000978 0.999999
-6.05857563 8.34147549 3.90544677 0 0 0 -0.686955 0.308726 -0.657861
-9.29595375 4.28416777 18.34510422 0 0 0 0.000978 0.999999 0.000978
-12.06647110 4.28417015 1.34760284 0 0 0 0.000978 0.999999 0.000978
-5.68262863 8.74393940 6.00360918 0 0 0 0.000978 0.000978 -0.999999
-11.73156357 4.28416824 17.22413063 0 0 0 0.000978 0.999999 0.000978
-7.07856369 6.71907473 16.36966896 1 1 1 0.219460 0.739317 0.636591
-6.08422327 7.02217484 5.92626953 0 0 0 -0.000978 -0.000978 -0.999999
-10.16600132 4.62087011 10.59071064 0 0 0 0.000978 0.000978 0.999999
-9.18157768 4.28417110 -3.91809273 0 0 0 0.000978 0.999999 0.000978
-5.83594847 8.81906033 7.12749004 0 0 0 -0.999999 0.000978 0.000978
-9.15817833 4.53214741 12.00663757 0 0 0 -0.999445 -0.033281 0.001009
-6.44699764 9.59829998 3.93477154 0 0 0 0.001100 0.990809 -0.135260
-7.02819872 4.36006021 7.28472614 0 0 0 -0.065960 -0.997778 -0.009423
-6.77343225 9.81121254 10.97079372 0 0 0 0.001093 0.991782 0.127937
-10.08584785 9.73211956 4.91892242 0 0 0 0.001100 0.990809 -0.135260
-5.80029964 7.45766783 3.71092463 0 0 0 0.000978 0.000978 -0.999999
-11.99688339 4.28416967 4.01902962 0 0 0 0.000978 0.999999 0.000978
-8.50742340 6.10574293 9.84197903 0 0 0 0.002956 0.999984 0.004926
-8.96622276 5.84409380 5.91062260 0 0 0 -0.101181 -0.101181 -0.989709
-12.26754093 4.28416872 10.44195652 0 0 0 0.000978 0.999999 0.000978
-5.83936501 4.28416967 3.34931135 0 0 0 0.000978 0.999999 0.000978
-5.78708935 8.20466423 12.83917332 0 0 0 0.951115 -0.308835 0.001230
-11.60494423 4.28416824 16.08547783 0 0 0 0.000978 0.999999 0.000978
-8.49984741 4.28416967 4.02092361 0 0 0 0.000978 0.999999 0.000978
-9.40946007 9.84581852 5.86711216 0 0 0 0.001098 0.991141 -0.132811
-10.06929874 7.05403757 9.24806786 0 0 0 -0.000978 -0.999999 0.000978
-6.69399452 9.34831142 2.99961782 0 0 0 0.001098 -0.991141 0.132811
-5.75001240 9.87286091 9.93566418 0 0 0 -0.999999 0.000978 0.000978
-7.16618919 9.14215088 2.35015893 0 0 0 0.001098 -0.991141 0.132811
-7.27694416 9.50212479 13.49045658 0 0 0 0.001100 0.990809 0.135260
-6.46018171 10.44083786 13.63032436 0 0 0 -0.420274 0.907321 -0.011783
-6.33309889 10.23315811 10.97236252 0 0 0 0.003789 0.935854 0.352366
-9.55153751 4.41961002 11.83194065 0 0 0 -0.999445 -0.033281 0.001009
-10.10824013 7.10554075 9.69127941 0 0 0 0.000978 0.999999 0.000978
-6.87015057 7.01367569 15.52173615 1 1 1 0.466891 -0.712799 -0.523384
-12.42948532 4.28417015 0.76425552 0 0 0 0.000978 0.999999 0.000978
-9.40974808 9.82354927 11.12659454 0 0 0 0.001100 0.990809 0.135260
-7.64482069 9.72352695 10.77027321 0 0 0 0.001205 0.271059 -0.962562
